10th_percent,12th_percent,jee_rank,gender,experience,experience_field,engineering_field,college_tier,num_projects,expertise_level,num_internships,soft_skill_rating,aptitude_rating,dsa_level,num_hackathons,competitive_coding_solved,num_repos,github_activities,linkedin_posts,num_certifications,cgpa,domain,referral,salary
90.9,91.8,1341,Male,1,1.0,Computer Science,Mid IIT,2,3,2,4,4,1,2,21,4,13,3,1,4.92,Other,Yes,1906171
76.6,81.1,4362,Female,1,0.6,Computer Science,Top IIT,2,1,3,3,3,1,0,20,6,9,5,2,6.5,Other,No,5336479
68.9,64.9,40626,Female,1,0.1,Civil,Mid IIT,1,1,1,4,4,2,1,94,4,7,4,3,6.02,Machine Learning,Yes,988441
88.1,84.5,21927,Female,0,0.0,Electrical,Top IIT,0,1,1,4,4,3,3,124,6,9,2,2,6.69,Android Development,Yes,2773181
88.2,76.9,6814,Male,1,0.3,Mechanical,Top IIT,0,3,1,5,4,3,1,73,6,10,2,3,4.21,Full Stack,No,2450047
76.8,66.3,10196,Female,3,0.1,Mechanical,Top IIT,1,1,3,3,2,3,4,37,4,10,5,2,4.74,Android Development,No,2869691
90.4,89.6,4516,Female,1,0.7,Electronics,Top IIT,2,2,1,3,3,2,2,64,4,7,4,1,3.94,Machine Learning,Yes,3216539
84.7,86.5,2694,Female,2,0.3,Computer Science,Top IIT,1,2,1,3,4,3,1,81,1,12,4,0,8.97,Other,No,4646172
61.9,60.0,5870,Female,0,0.0,Computer Science,Top IIT,1,1,1,4,3,3,3,47,5,9,3,2,3.95,Machine Learning,No,4061003
79.3,81.0,1253,Female,5,4.2,Civil,Top IIT,5,5,4,4,3,5,2,150,5,9,3,2,2.73,Android Development,No,3063632
97.0,97.5,9442,Male,0,0.0,Computer Science,Top IIT,1,1,5,1,4,3,2,54,4,10,3,3,7.25,Machine Learning,No,4163118
76.9,66.0,2280,Female,0,0.0,Computer Science,Mid IIT,3,1,5,3,3,4,0,84,3,10,3,1,4.99,Machine Learning,No,2542250
75.0,78.8,2644,Male,0,0.0,Computer Science,Top IIT,1,1,2,3,3,3,4,122,1,11,5,2,7.48,Android Development,Yes,3648937
86.0,81.3,3372,Male,1,0.8,Electrical,Top IIT,3,3,1,3,3,3,4,98,2,10,4,1,5.45,Full Stack,No,2406947
61.9,64.0,1816,Male,2,1.2,Computer Science,Top IIT,1,2,3,3,5,2,1,96,5,10,2,1,8.47,Full Stack,No,5377624
81.3,76.4,1603,Female,1,0.8,Mechanical,Top IIT,4,2,1,3,5,4,3,85,6,4,3,1,6.12,Full Stack,No,2401953
81.2,87.3,13406,Female,0,0.0,Computer Science,Top IIT,1,1,2,3,4,3,2,16,5,11,1,2,8.62,Machine Learning,Yes,4075096
77.7,85.4,6989,Female,0,0.0,Computer Science,Top IIT,1,2,5,2,4,2,3,33,5,13,0,0,9.79,Android Development,Yes,4338726
78.4,80.4,13574,Female,2,1.1,Electrical,Top IIT,0,5,2,3,3,4,3,127,4,5,1,2,3.48,Android Development,Yes,3271855
89.3,93.0,4600,Female,1,0.1,Electrical,Top IIT,1,1,2,4,3,2,0,112,3,9,2,0,5.65,Other,Yes,2950524
81.0,78.9,1793,Female,2,0.2,Computer Science,Top IIT,0,3,2,4,5,3,2,49,2,8,4,2,4.67,Full Stack,No,4704350
88.1,79.8,54897,Female,0,0.0,Civil,Top IIT,0,3,3,4,4,4,1,110,2,10,2,0,5.6,Other,Yes,2228977
80.1,69.4,14499,Female,1,0.2,Civil,Top IIT,1,1,1,4,3,3,2,119,1,11,3,2,7.66,Machine Learning,Yes,1854966
80.0,95.3,4869,Female,1,0.5,Computer Science,Top IIT,1,1,2,3,4,4,2,82,3,7,1,0,7.58,Other,No,3291711
76.7,68.1,6242,Male,1,0.2,Computer Science,Top IIT,1,2,2,5,5,3,3,88,8,16,4,2,6.48,Other,Yes,4372997
73.1,71.0,5327,Male,2,1.5,Electronics,Top IIT,3,2,2,4,2,4,2,100,8,6,3,1,2.17,Other,No,3442258
88.7,70.5,1293,Male,2,1.9,Mechanical,Top IIT,3,3,0,4,3,2,2,118,6,4,3,2,2.8,Machine Learning,Yes,2466380
77.3,72.0,2187,Male,1,0.8,Mechanical,Top IIT,0,1,2,5,4,2,2,15,6,9,0,1,8.71,Machine Learning,Yes,2157808
97.8,89.1,1148,Female,3,2.4,Mechanical,Top IIT,4,2,1,2,5,4,2,136,5,17,2,2,8.77,Machine Learning,Yes,2973973
92.7,90.7,9656,Male,0,0.0,Electrical,Top IIT,3,1,5,3,2,2,2,58,5,10,3,1,5.19,Other,Yes,3323937
85.1,81.0,2368,Male,0,0.0,Computer Science,Top IIT,1,1,1,3,3,3,3,72,9,11,5,3,6.22,Other,No,3701119
82.0,73.2,10509,Male,0,0.0,Civil,Top IIT,2,1,2,3,5,4,3,97,6,12,2,0,5.36,Machine Learning,No,2251434
83.5,74.5,3915,Male,1,0.0,Civil,Top IIT,0,2,2,3,4,3,5,152,5,11,2,0,2.91,Other,No,2333174
92.3,85.5,17018,Male,2,1.2,Computer Science,Top IIT,0,1,2,3,2,2,0,130,5,13,3,2,2.97,Other,No,5540234
83.2,78.4,1186,Male,2,0.6,Computer Science,Mid IIT,0,2,4,3,4,3,1,96,7,13,5,0,5.5,Android Development,Yes,2788964
84.6,69.5,1341,Male,0,0.0,Electrical,Top IIT,0,2,2,4,4,2,1,107,5,4,3,1,1.77,Full Stack,Yes,2776628
81.9,78.7,2494,Male,1,0.8,Computer Science,Top IIT,0,2,2,3,3,4,3,115,4,7,2,2,5.88,Machine Learning,Yes,4520673
96.8,85.4,558,Male,0,0.0,Mechanical,Top IIT,0,1,1,4,3,1,4,101,4,15,0,1,5.21,Android Development,Yes,2564020
80.6,72.9,9859,Female,0,0.0,Mechanical,Top IIT,0,1,0,2,3,3,1,61,5,11,6,4,4.34,Full Stack,Yes,2107562
73.7,76.0,31916,Male,0,0.0,Civil,Mid IIT,2,2,1,4,4,3,2,68,2,18,2,5,3.06,Other,No,1111734
76.7,76.5,20501,Male,2,1.3,Computer Science,Mid IIT,0,4,2,3,3,4,2,124,4,14,2,4,3.73,Android Development,No,2325776
88.4,82.7,2637,Female,2,1.0,Computer Science,Top IIT,3,1,8,2,3,2,2,69,2,11,2,0,5.75,Other,No,5530239
84.5,87.2,779,Male,1,0.6,Computer Science,Top IIT,3,1,1,3,3,3,1,49,7,12,4,2,2.81,Machine Learning,Yes,4525267
78.0,74.8,5185,Female,2,0.0,Civil,Top IIT,0,1,2,3,3,3,2,81,5,8,2,0,4.4,Machine Learning,Yes,2322695
70.7,67.2,773,Male,0,0.0,Electrical,Top IIT,1,1,1,4,4,4,2,83,4,11,5,1,7.15,Other,Yes,2747096
87.5,80.6,20789,Female,0,0.0,Computer Science,Mid IIT,0,1,0,2,4,3,1,72,5,13,5,0,2.81,Other,Yes,1629215
79.2,90.8,2287,Male,2,1.7,Computer Science,Top IIT,3,1,1,4,3,3,0,66,6,11,3,3,8.37,Full Stack,No,4494680
98.5,84.3,2558,Female,0,0.0,Electrical,Top IIT,0,2,5,3,4,4,5,38,3,16,5,0,7.76,Full Stack,No,3394556
65.8,60.0,6005,Female,0,0.0,Computer Science,Top IIT,0,2,1,4,4,3,4,106,6,14,4,0,4.59,Other,Yes,3250740
89.8,84.3,16431,Female,1,0.4,Computer Science,Top IIT,1,3,2,4,4,3,3,119,3,8,3,0,6.05,Android Development,Yes,4570493
82.8,76.0,546,Male,1,0.2,Electrical,Top IIT,3,4,0,3,3,1,3,117,7,18,3,1,4.17,Full Stack,No,2797069
76.5,79.2,4351,Female,2,0.9,Electrical,Top IIT,2,1,2,2,4,2,1,61,9,12,1,3,2.33,Machine Learning,No,3483407
74.7,80.4,314,Female,1,0.9,Mechanical,Top IIT,2,1,1,4,5,4,3,79,8,8,2,2,9.55,Android Development,Yes,2749333
88.3,79.7,5834,Female,2,0.2,Computer Science,Top IIT,1,2,5,3,3,4,6,84,6,8,6,0,5.95,Full Stack,No,6643395
91.5,84.7,2419,Male,2,0.1,Civil,Top IIT,0,1,2,2,4,1,2,69,2,12,5,2,8.3,Machine Learning,No,2486988
73.3,76.1,3803,Female,1,0.4,Electrical,Top IIT,0,1,2,5,4,3,2,106,4,17,7,0,5.07,Other,No,3399985
85.9,87.7,8066,Male,0,0.0,Computer Science,Mid IIT,3,1,1,4,4,3,0,51,3,10,4,2,4.18,Other,No,1877949
83.7,83.3,5534,Female,1,1.0,Electrical,Top IIT,1,2,2,3,3,4,2,96,3,5,5,2,2.91,Machine Learning,Yes,3604400
93.2,81.9,1384,Male,1,0.2,Electronics,Top IIT,0,1,1,3,3,2,3,46,5,11,2,4,5.14,Other,No,3424883
99.8,95.1,793,Male,3,2.7,Computer Science,Top IIT,3,4,3,3,3,3,1,109,9,9,3,2,6.07,Other,Yes,5373360
80.1,85.1,18597,Female,0,0.0,Civil,Top IIT,0,2,3,5,3,3,2,121,3,13,2,0,7.53,Full Stack,No,1981227
87.4,82.9,876,Male,1,0.2,Computer Science,Top IIT,1,2,1,3,4,5,1,55,7,10,1,2,8.88,Other,No,3404747
90.0,81.8,3461,Male,0,0.0,Computer Science,Top IIT,1,1,1,3,4,2,2,108,3,12,4,2,7.37,Machine Learning,No,3657257
76.8,79.2,12502,Male,1,0.3,Computer Science,Mid IIT,2,3,2,3,4,5,2,91,10,10,3,0,5.62,Machine Learning,Yes,2201315
86.2,83.7,7125,Male,1,0.2,Computer Science,Top IIT,2,1,4,4,3,5,2,89,3,9,1,2,3.21,Android Development,No,4891106
88.7,82.4,1653,Male,2,0.4,Computer Science,Top IIT,0,1,4,3,4,2,2,67,3,6,3,1,5.54,Full Stack,Yes,5011680
77.8,74.8,470,Female,1,0.2,Electrical,Top IIT,4,1,1,3,4,3,3,30,3,8,3,3,7.26,Machine Learning,Yes,3340978
96.7,90.4,3011,Female,0,0.0,Electronics,Top IIT,1,3,1,4,3,4,2,64,2,13,4,0,7.73,Android Development,Yes,3051062
99.1,100.0,4141,Male,0,0.0,Computer Science,Top IIT,2,3,3,3,3,4,1,36,10,7,3,2,3.35,Other,No,4019332
99.3,100.0,18547,Male,0,0.0,Electronics,Top IIT,0,1,3,4,4,3,1,87,4,7,2,1,6.07,Machine Learning,Yes,3221950
65.8,73.6,4870,Female,1,0.4,Computer Science,Top IIT,0,1,1,5,4,4,0,39,6,13,0,1,7.59,Android Development,Yes,3848735
64.5,69.6,3019,Male,1,0.2,Computer Science,Top IIT,2,2,1,4,3,3,2,80,1,13,5,0,3.39,Full Stack,Yes,4270116
78.9,70.4,3379,Female,1,0.3,Mechanical,Top IIT,0,2,3,3,5,2,3,120,4,6,2,1,5.9,Android Development,No,2667151
87.6,88.1,23339,Female,1,0.1,Computer Science,Top IIT,2,3,2,5,2,5,3,95,5,14,3,1,2.28,Android Development,No,4335496
78.2,60.0,8951,Female,1,0.4,Mechanical,Mid IIT,2,1,0,4,4,5,1,82,7,5,4,1,5.79,Other,Yes,1093258
70.9,68.7,1825,Male,0,0.0,Electronics,Mid IIT,4,2,3,3,3,4,1,105,10,15,3,2,6.05,Other,Yes,1922948
77.7,83.7,5940,Male,1,0.3,Computer Science,Top IIT,6,1,2,2,4,3,2,103,3,10,2,0,8.2,Full Stack,Yes,4759530
86.7,80.7,1229,Female,1,0.1,Computer Science,Top IIT,2,1,1,5,4,2,2,57,8,8,2,0,2.81,Full Stack,Yes,3652805
91.3,84.3,15516,Female,1,0.2,Electronics,Top IIT,1,1,2,4,5,4,5,48,4,12,2,0,4.48,Other,No,2990046
72.3,66.3,6956,Female,1,0.5,Mechanical,Mid IIT,0,1,2,3,3,4,0,73,3,9,3,0,6.29,Other,No,1248425
84.0,84.4,1983,Female,0,0.0,Civil,Top IIT,2,1,0,3,5,5,3,41,4,8,2,1,6.64,Android Development,Yes,1630162
70.1,60.0,1343,Male,1,0.2,Computer Science,Mid IIT,0,1,2,3,4,3,3,92,3,13,2,3,6.57,Other,No,2261909
80.3,88.0,683,Male,1,0.7,Computer Science,Top IIT,2,3,4,4,4,1,1,113,3,15,0,1,7.4,Other,No,5426410
85.9,75.9,2085,Female,1,1.0,Civil,Top IIT,2,1,1,4,5,3,1,68,7,9,5,1,3.8,Machine Learning,No,1724643
95.2,100.0,7285,Female,0,0.0,Computer Science,Top IIT,1,1,2,3,3,2,4,168,6,16,0,0,7.06,Other,No,4562987
78.4,73.7,24876,Male,0,0.0,Computer Science,Top IIT,0,1,3,4,2,3,5,101,5,13,2,2,6.77,Android Development,No,3677540
93.0,84.5,177,Female,1,0.1,Electronics,Top IIT,0,3,1,3,3,2,4,56,1,9,7,2,2.14,Full Stack,Yes,3493891
83.3,74.2,428,Male,0,0.0,Computer Science,Top IIT,0,1,6,4,4,3,2,84,10,11,6,5,5.19,Other,No,5232621
71.6,70.6,18253,Male,0,0.0,Civil,Top IIT,1,1,3,3,3,3,1,69,4,10,3,1,2.23,Other,Yes,2047941
77.3,84.1,2658,Female,2,1.4,Computer Science,Top IIT,2,3,5,4,4,4,4,104,6,14,1,0,2.93,Machine Learning,No,4983106
75.8,63.7,1378,Female,1,1.0,Civil,Top IIT,5,3,2,4,3,4,1,95,3,8,2,2,6.67,Android Development,Yes,2177234
89.0,82.2,2106,Female,0,0.0,Computer Science,Mid IIT,1,1,4,3,3,4,2,70,3,7,6,0,3.32,Full Stack,No,2871525
91.5,82.8,17239,Male,1,0.7,Computer Science,Top IIT,2,2,3,3,2,1,4,84,8,11,5,1,7.3,Android Development,Yes,4554585
80.6,74.8,10665,Male,0,0.0,Mechanical,Top IIT,1,1,2,3,2,3,1,75,4,4,2,2,3.18,Other,Yes,2190102
93.5,92.1,1980,Female,2,1.3,Mechanical,Top IIT,2,1,3,2,4,2,4,110,6,9,2,1,3.35,Other,Yes,2740793
87.5,77.9,9069,Female,1,0.6,Electronics,Top IIT,3,1,0,3,3,1,4,58,6,10,7,3,4.42,Android Development,Yes,3702800
84.0,76.0,10182,Female,0,0.0,Mechanical,Top IIT,0,2,5,3,4,3,2,48,6,7,4,1,4.49,Full Stack,No,2715345
95.9,86.1,29638,Male,1,0.8,Mechanical,Top IIT,2,2,4,4,4,3,1,89,3,14,5,1,7.28,Android Development,No,2918845
72.4,68.2,4283,Female,2,0.7,Computer Science,Top IIT,4,3,2,5,3,4,1,53,5,4,2,0,7.92,Full Stack,No,4952916
99.8,99.5,10734,Male,2,1.5,Mechanical,Top IIT,3,2,4,4,2,3,3,116,5,19,0,1,4.14,Full Stack,No,2625026
88.8,75.0,5336,Male,1,0.1,Computer Science,Top IIT,1,1,4,4,4,1,1,1,5,9,3,0,7.89,Other,Yes,5121211
76.5,80.7,18576,Female,1,0.8,Computer Science,Top IIT,3,3,3,3,3,3,0,56,5,9,1,0,6.37,Full Stack,Yes,4329444
91.3,84.2,11217,Female,1,0.1,Electronics,Mid IIT,1,1,2,3,4,2,0,61,8,8,5,4,3.25,Machine Learning,No,1574269
86.6,81.9,31761,Male,0,0.0,Mechanical,Top IIT,1,2,2,3,4,3,2,28,2,14,5,3,2.73,Android Development,Yes,2291402
96.1,88.4,11236,Male,0,0.0,Mechanical,Top IIT,3,2,1,4,4,3,1,93,3,13,6,0,3.26,Other,No,2130145
88.3,97.3,11468,Female,1,0.3,Mechanical,Top IIT,2,1,2,3,4,2,3,100,5,6,3,1,6.94,Android Development,Yes,2486392
87.7,90.1,21433,Male,2,0.4,Mechanical,Top IIT,1,1,2,3,4,3,2,127,4,5,5,2,2.76,Other,No,2699680
83.1,73.6,1291,Male,0,0.0,Computer Science,Mid IIT,1,1,0,4,5,2,1,105,11,12,3,0,4.8,Machine Learning,No,1644932
71.8,70.3,14920,Female,0,0.0,Electrical,Top IIT,1,3,2,3,3,4,0,68,11,10,2,2,8.57,Android Development,Yes,3089910
71.4,75.2,2408,Male,1,0.5,Computer Science,Top IIT,4,1,1,3,3,3,3,33,6,8,0,1,7.76,Machine Learning,Yes,4000999
99.5,97.7,1860,Female,0,0.0,Computer Science,Mid IIT,1,1,1,3,3,2,1,106,4,12,2,1,2.0,Android Development,No,2027200
76.4,60.0,454,Female,0,0.0,Computer Science,Mid IIT,1,1,2,4,4,3,2,68,5,13,2,0,5.14,Other,No,2193601
80.2,73.4,50551,Male,2,0.5,Computer Science,Top IIT,0,2,3,2,3,3,1,71,3,9,3,4,2.18,Other,Yes,5672953
65.1,60.0,10139,Female,2,1.3,Computer Science,Mid IIT,1,2,2,3,5,5,2,115,7,14,1,2,5.32,Machine Learning,Yes,2357897
61.3,60.0,5608,Male,1,0.9,Mechanical,Top IIT,0,1,4,2,2,4,4,91,8,12,4,2,4.33,Machine Learning,No,3144274
91.7,90.9,20376,Female,1,1.0,Civil,Top IIT,1,3,1,5,3,3,2,69,5,9,3,3,6.38,Android Development,No,2338000
81.5,79.0,5325,Male,2,1.7,Electronics,Top IIT,3,2,1,4,4,2,7,131,8,15,2,2,9.02,Machine Learning,Yes,3534396
79.4,79.7,68923,Male,4,0.2,Computer Science,Top IIT,1,1,3,5,2,3,2,108,10,17,4,1,8.26,Other,Yes,5826606
83.0,90.0,10871,Male,2,2.0,Electronics,Top IIT,2,4,0,3,4,4,1,115,5,6,2,2,2.84,Machine Learning,Yes,3594808
87.7,87.7,12746,Male,2,1.5,Computer Science,Top IIT,3,3,0,4,3,4,4,44,5,5,5,3,4.86,Other,No,4083111
92.7,78.3,2671,Female,0,0.0,Computer Science,Top IIT,2,1,2,3,4,5,2,76,9,10,2,2,5.95,Android Development,No,4482670
74.8,75.1,7974,Female,2,2.0,Electrical,Mid IIT,3,5,1,3,4,3,2,79,6,17,1,0,8.35,Full Stack,No,1434034
96.5,97.5,2288,Female,2,0.1,Computer Science,Top IIT,0,1,4,2,3,4,3,61,4,10,5,2,6.69,Full Stack,Yes,4459604
75.9,74.1,61367,Male,0,0.0,Mechanical,Mid IIT,0,2,1,4,4,5,2,122,6,16,10,3,5.58,Full Stack,No,1174454
88.0,90.5,3685,Female,3,1.3,Mechanical,Top IIT,2,2,4,4,4,2,4,89,5,13,0,0,3.65,Full Stack,No,3481186
79.0,73.4,6590,Female,1,0.7,Computer Science,Top IIT,1,3,2,4,4,3,3,82,2,9,3,2,7.58,Machine Learning,No,4398504
78.7,79.1,823,Female,0,0.0,Computer Science,Top IIT,0,3,0,4,4,2,0,71,3,8,4,4,2.81,Full Stack,Yes,3510868
96.5,90.9,25743,Female,0,0.0,Computer Science,Mid IIT,0,1,1,4,3,4,0,65,4,12,3,1,3.73,Machine Learning,Yes,2127883
73.8,65.7,2135,Male,1,0.6,Computer Science,Top IIT,2,3,1,4,3,3,0,68,4,7,2,0,5.48,Full Stack,No,3893028
81.0,67.4,7640,Male,0,0.0,Computer Science,Top IIT,1,1,2,5,3,2,2,48,2,23,2,0,7.5,Other,Yes,4321850
75.0,67.6,1115,Male,0,0.0,Civil,Top IIT,0,1,4,2,4,3,0,50,4,8,1,0,7.1,Full Stack,No,2099291
78.4,66.8,2162,Female,2,1.3,Computer Science,Top IIT,3,3,2,4,2,2,1,113,2,9,1,2,4.2,Full Stack,Yes,4672946
85.3,81.7,2788,Male,0,0.0,Computer Science,Top IIT,0,2,1,4,4,3,3,39,6,7,1,0,3.93,Machine Learning,Yes,4032635
64.5,60.0,1285,Male,0,0.0,Computer Science,Top IIT,1,2,2,3,3,4,0,110,6,15,1,0,6.47,Other,No,4708109
71.3,70.2,745,Female,1,0.3,Electronics,Top IIT,2,1,3,4,3,4,2,103,6,15,5,5,8.59,Machine Learning,No,3581944
78.4,77.6,5970,Female,2,0.2,Computer Science,Top IIT,0,1,0,4,4,3,3,88,4,8,2,2,4.78,Other,Yes,3749952
75.2,80.1,6955,Male,2,1.5,Computer Science,Mid IIT,1,3,0,4,4,3,1,122,4,10,4,1,6.22,Other,Yes,1917624
96.4,93.2,3555,Female,2,1.9,Computer Science,Top IIT,3,5,1,4,3,4,1,179,2,8,3,2,5.02,Full Stack,Yes,5247800
71.3,60.0,4375,Male,1,0.0,Computer Science,Mid IIT,1,1,2,4,4,3,1,118,3,6,2,0,4.63,Android Development,No,2298344
89.8,87.0,2195,Female,0,0.0,Computer Science,Top IIT,2,1,3,1,5,3,2,124,8,7,5,2,5.47,Full Stack,No,4171214
92.9,99.6,1952,Male,1,1.0,Mechanical,Top IIT,3,1,3,3,4,4,4,22,5,7,6,1,3.36,Machine Learning,No,2403399
94.2,76.3,5126,Female,0,0.0,Computer Science,Top IIT,0,2,2,2,3,4,0,125,3,9,3,2,6.08,Android Development,No,3572802
93.6,89.9,12864,Male,2,0.5,Computer Science,Mid IIT,0,3,3,4,4,2,0,124,4,9,1,4,4.9,Full Stack,No,2826998
96.7,100.0,12109,Female,0,0.0,Electronics,Top IIT,2,1,2,3,4,3,5,54,9,9,2,0,6.45,Full Stack,Yes,3270113
85.5,81.7,7002,Female,1,0.1,Civil,Mid IIT,2,2,6,3,3,3,0,50,6,13,1,2,5.45,Machine Learning,No,1414766
77.5,72.3,5041,Female,0,0.0,Computer Science,Top IIT,0,1,3,4,4,3,3,87,4,19,2,1,9.21,Other,Yes,4498079
86.7,89.2,25211,Female,1,0.1,Civil,Top IIT,3,1,4,3,5,5,3,73,4,8,3,2,7.12,Other,No,3060454
88.5,77.8,20658,Male,0,0.0,Computer Science,Top IIT,0,2,1,4,4,3,1,135,11,8,1,1,6.24,Android Development,No,3685516
77.9,69.8,35067,Female,0,0.0,Computer Science,Top IIT,1,1,3,2,3,2,1,45,6,10,8,4,4.45,Other,No,4160680
86.5,75.9,8572,Male,1,1.0,Civil,Top IIT,1,1,2,3,3,3,4,43,6,9,3,0,3.68,Other,No,2968508
89.7,77.0,2552,Male,1,0.8,Computer Science,Mid IIT,2,2,2,3,3,3,1,93,2,13,5,1,3.93,Machine Learning,Yes,2597514
89.5,80.9,4239,Female,0,0.0,Computer Science,Top IIT,2,1,3,3,3,2,1,142,5,9,2,0,4.46,Other,Yes,4092068
91.7,90.5,1777,Female,3,0.2,Mechanical,Top IIT,0,1,1,4,4,1,1,37,1,13,9,1,6.14,Other,No,3340096
87.5,79.1,10376,Male,1,0.5,Mechanical,Top IIT,0,3,1,3,4,5,1,123,4,6,8,1,8.14,Machine Learning,No,2438408
87.9,85.2,2359,Female,0,0.0,Electronics,Top IIT,2,1,2,2,4,4,1,84,4,7,2,2,5.67,Machine Learning,Yes,3085074
74.3,70.0,18485,Male,1,0.5,Computer Science,Top IIT,3,2,1,4,4,3,5,44,9,7,2,2,2.36,Android Development,No,3930594
97.1,96.0,1664,Male,2,0.3,Computer Science,Top IIT,1,1,3,2,3,3,1,115,4,9,5,1,7.52,Android Development,Yes,5528537
74.4,71.1,1334,Female,0,0.0,Computer Science,Top IIT,2,2,1,4,4,3,1,85,5,5,2,4,4.14,Android Development,No,5200593
97.4,97.6,3371,Female,1,0.2,Civil,Top IIT,0,1,2,4,5,4,1,126,4,19,1,0,6.72,Full Stack,No,2512843
81.7,79.7,15493,Female,1,0.5,Computer Science,Mid IIT,0,1,3,3,4,2,4,76,8,7,5,2,7.0,Other,No,2453419
78.4,83.7,13422,Female,3,1.2,Computer Science,Top IIT,1,3,1,5,4,4,3,101,4,5,3,1,5.47,Full Stack,No,4707734
61.5,71.7,27096,Female,0,0.0,Mechanical,Top IIT,1,1,0,4,4,3,1,93,8,11,3,2,1.99,Full Stack,No,2303567
82.8,77.0,19383,Male,1,1.0,Computer Science,Top IIT,1,1,0,5,4,3,1,56,5,8,2,1,7.78,Other,Yes,4106535
65.8,71.4,1480,Male,1,0.6,Civil,Top IIT,2,2,0,3,3,3,0,98,2,10,2,2,7.06,Full Stack,Yes,2024947
77.4,67.1,4025,Male,1,0.9,Electrical,Top IIT,3,2,1,5,4,3,0,104,1,7,4,2,3.71,Android Development,Yes,2659640
95.1,97.8,1739,Female,1,0.3,Civil,Top IIT,0,1,2,4,3,3,2,105,3,10,4,1,5.98,Other,No,2124231
67.4,73.0,13726,Male,1,0.7,Electrical,Top IIT,3,2,2,3,1,3,1,56,7,12,5,1,6.36,Android Development,Yes,3056738
78.7,92.9,3183,Female,1,1.0,Computer Science,Top IIT,1,3,1,5,4,4,4,50,5,7,2,1,4.69,Machine Learning,Yes,4702588
80.3,83.7,6081,Female,0,0.0,Electrical,Top IIT,0,1,2,2,3,2,4,102,11,14,1,1,3.85,Machine Learning,Yes,2470722
91.7,93.4,3038,Male,1,0.6,Civil,Top IIT,1,1,2,3,4,4,0,130,5,14,2,1,5.53,Other,No,2231745
88.8,86.9,8099,Male,1,0.8,Mechanical,Mid IIT,2,1,1,3,3,4,0,115,3,11,1,0,5.06,Other,Yes,1179225
91.8,86.8,46559,Male,1,0.0,Computer Science,Top IIT,1,1,2,3,4,3,1,61,6,13,1,4,7.27,Other,No,4698663
89.8,84.4,807,Female,0,0.0,Electronics,Top IIT,2,1,1,3,3,2,1,3,3,8,2,0,6.11,Other,No,3044051
77.3,66.6,14157,Male,2,1.4,Computer Science,Mid IIT,4,2,1,4,3,3,0,86,9,14,7,0,3.61,Android Development,No,2654315
99.1,100.0,28642,Female,0,0.0,Computer Science,Mid IIT,1,1,3,3,4,2,2,112,2,7,6,0,7.65,Full Stack,Yes,2742786
80.3,69.0,2500,Male,1,1.0,Computer Science,Top IIT,4,2,1,3,3,3,3,52,5,9,6,1,3.49,Machine Learning,No,4370121
95.7,89.4,1929,Male,1,0.4,Computer Science,Top IIT,1,1,3,3,3,3,1,79,2,9,0,3,4.47,Machine Learning,No,4279621
93.8,81.1,8990,Male,0,0.0,Civil,Mid IIT,1,2,1,5,3,2,0,91,4,11,3,0,3.86,Other,No,1037875
92.3,80.9,8259,Male,1,0.7,Computer Science,Top IIT,3,2,1,3,3,3,1,79,5,7,5,0,5.18,Other,Yes,4355696
96.6,100.0,20402,Female,0,0.0,Computer Science,Top IIT,3,1,3,4,4,5,1,101,4,10,2,2,5.14,Other,Yes,3860004
89.3,87.7,830,Male,3,1.5,Mechanical,Top IIT,3,4,2,3,3,5,0,91,1,8,2,3,9.35,Machine Learning,Yes,2893452
87.7,75.8,20343,Female,0,0.0,Computer Science,Top IIT,1,1,3,4,3,4,3,175,8,10,2,2,8.27,Android Development,No,4255463
85.3,73.8,6542,Female,1,0.6,Civil,Mid IIT,4,1,1,2,4,3,3,109,5,9,2,0,7.61,Machine Learning,No,1036163
92.1,93.3,8096,Male,2,1.5,Mechanical,Top IIT,4,2,1,3,3,3,1,134,9,9,2,0,5.16,Machine Learning,No,3156462
77.3,86.5,7921,Female,1,0.7,Computer Science,Top IIT,1,2,2,3,5,3,2,54,6,7,4,2,7.94,Android Development,No,5242294
84.5,81.7,12143,Female,2,1.0,Computer Science,Mid IIT,1,3,0,3,3,5,1,93,3,12,2,1,5.91,Machine Learning,Yes,3013719
95.4,100.0,1667,Female,1,0.6,Computer Science,Top IIT,2,4,1,4,3,4,0,33,5,11,2,0,6.3,Android Development,Yes,5579576
81.7,79.9,8877,Male,4,1.4,Computer Science,Top IIT,1,2,6,5,2,2,4,87,0,11,4,1,3.69,Android Development,Yes,6481123
74.8,67.3,30188,Female,0,0.0,Computer Science,Mid IIT,1,1,3,3,3,1,1,124,1,7,2,1,7.85,Machine Learning,No,2433539
66.2,64.4,4092,Female,1,0.8,Civil,Mid IIT,1,1,1,3,2,3,3,88,3,12,1,1,8.2,Other,No,1215405
88.4,83.7,25428,Male,0,0.0,Mechanical,Top IIT,0,1,1,3,3,5,7,80,5,8,3,4,4.47,Android Development,No,2437334
85.1,80.7,774,Male,0,0.0,Computer Science,Top IIT,1,1,1,3,5,5,1,84,6,12,3,2,3.27,Android Development,No,3891253
77.2,60.0,506,Male,1,0.9,Computer Science,Top IIT,3,2,2,3,2,3,2,97,6,9,1,2,5.92,Other,No,4611340
