10th_percent,12th_percent,jee_rank,gender,cgpa,college_tier,college_name,branch,experience,experience_field,num_projects,expertise_level,num_internships,soft_skill_rating,aptitude_rating,dsa_level,num_hackathons,competitive_coding_solved,num_repos,github_activities,linkedin_posts,num_certifications,domain,referral,salary
85.2,82.5,18236,Female,9.23,Tier 2 - Mid Colleges,NIT Rourkela,CSE,2,2,7,3,0,4,3,1,2,191,6,7,5,5,Machine Learning,No,2595416
91.0,75.8,31624,Female,8.35,Tier 2 - Mid Colleges,NSUT Delhi,ECE,1,1,2,1,1,4,3,4,1,135,3,12,3,2,IoT Development,No,2207731
78.1,76.9,21911,Other,7.18,Tier 2 - Mid Colleges,Thapar University,ME,2,0,3,1,1,3,2,2,3,197,8,10,4,6,Robotics,No,1775147
85.0,81.9,124255,Female,7.34,Tier 4 - Other,Regional Institute,ECE,1,0,3,1,2,3,2,2,1,114,3,8,1,3,IoT Development,No,810089
83.0,92.8,11267,Female,9.5,Tier 2 - Mid Colleges,IIIT Bangalore,Other,1,0,3,1,0,3,4,3,1,162,8,6,5,1,Management,No,1782835
85.6,67.3,7166,Female,9.36,Tier 1 - Other IIT/Top NIT,IIT Roorkee,ECE,2,5,8,5,2,3,2,3,2,193,9,14,0,2,Embedded Systems,No,3919690
76.5,94.2,21489,Male,9.12,Tier 2 - Mid Colleges,NSUT Delhi,ECE,3,4,6,5,4,2,2,2,3,235,10,14,1,5,IoT Development,No,2313179
86.3,92.5,4567,Male,8.93,Tier 1 - Other IIT/Top NIT,NIT Trichy,EE,3,4,3,4,1,2,2,5,2,241,9,10,1,5,Renewable Energy,Yes,3669948
86.3,100.8,19146,Female,8.44,Tier 2 - Mid Colleges,Thapar University,CSE,1,2,6,3,3,3,4,2,1,141,4,6,4,3,Data Science,No,2534307
78.7,78.2,14997,Male,8.61,Tier 2 - Mid Colleges,IIIT Bangalore,CSE,2,1,5,2,3,3,2,2,2,181,4,10,3,2,Data Science,Yes,2876535
79.6,79.0,15240,Other,8.21,Tier 2 - Mid Colleges,IIIT Bangalore,Other,1,0,5,1,3,5,3,1,2,145,2,13,2,0,Core Engineering,Yes,1998058
83.3,80.9,25074,Female,7.73,Tier 2 - Mid Colleges,BIT Mesra,CSE,2,1,4,1,0,3,3,2,1,199,3,15,2,4,Machine Learning,No,2428841
78.2,72.2,124432,Female,9.3,Tier 4 - Other,Regional Institute,CSE,3,3,8,4,3,2,2,2,3,256,11,10,2,0,Data Science,No,1150008
81.5,88.1,9993,Female,8.51,Tier 1 - Other IIT/Top NIT,IIT Guwahati,ECE,2,1,2,1,0,2,3,4,3,198,0,9,2,1,IoT Development,No,3172340
88.8,77.0,121900,Female,8.09,Tier 4 - Other,Community College,CSE,1,0,5,1,2,4,4,2,1,145,3,6,2,1,Data Science,No,1032275
94.8,80.9,8527,Female,8.89,Tier 1 - Other IIT/Top NIT,IIT Guwahati,ECE,2,1,2,1,1,3,2,2,3,216,7,10,0,1,Embedded Systems,No,3059880
76.7,78.8,32889,Male,9.27,Tier 2 - Mid Colleges,NIT Rourkela,CSE,3,3,5,4,2,1,3,1,1,261,4,13,7,3,Full Stack,No,2314851
76.0,95.4,11093,Male,8.77,Tier 2 - Mid Colleges,BIT Mesra,ECE,2,3,1,3,5,4,3,2,2,189,2,6,2,1,VLSI Design,No,2595012
91.1,64.1,4960,Female,8.07,Tier 1 - Other IIT/Top NIT,NIT Surathkal,CSE,1,0,1,1,0,2,2,1,1,149,2,17,0,7,Machine Learning,No,3579321
82.0,75.6,23155,Male,9.58,Tier 2 - Mid Colleges,NIT Calicut,Other,2,3,7,4,0,2,4,3,2,173,6,17,1,2,Management,No,1910508
75.9,75.7,81733,Male,7.52,Tier 3 - Private/State,SRM Chennai,Other,1,1,6,2,0,3,4,3,1,145,7,14,2,3,Management,No,1257412
90.5,86.1,33623,Male,7.82,Tier 2 - Mid Colleges,NIT Rourkela,ECE,2,2,5,3,0,3,3,3,3,205,8,10,4,1,IoT Development,No,2089715
88.8,81.6,19434,Other,8.18,Tier 2 - Mid Colleges,NIT Rourkela,CSE,0,0,3,1,1,3,4,3,1,98,4,8,2,2,Machine Learning,No,2641010
76.7,85.2,91127,Male,9.39,Tier 3 - Private/State,Manipal Institute,ME,2,1,3,1,4,3,4,4,3,173,6,9,1,1,Thermal Engineering,No,1288916
88.3,68.2,94453,Male,8.8,Tier 3 - Private/State,SRM Chennai,EE,2,2,3,2,4,3,4,4,3,204,6,12,3,4,Renewable Energy,Yes,1503492
85.5,81.1,41767,Other,7.76,Tier 3 - Private/State,VIT Vellore,ME,3,0,5,1,3,3,4,3,2,239,5,7,4,7,Robotics,No,1199739
81.8,77.1,223208,Female,8.81,Tier 4 - Other,Regional Institute,CSE,3,4,3,4,2,2,3,3,0,253,8,20,3,4,Machine Learning,No,1240317
85.0,75.6,6325,Female,9.51,Tier 1 - Other IIT/Top NIT,NIT Warangal,CSE,1,1,6,2,3,4,4,3,3,140,8,15,6,4,Machine Learning,No,4252049
77.6,90.0,38702,Male,6.84,Tier 2 - Mid Colleges,DTU Delhi,ECE,2,0,2,1,2,2,2,2,3,196,7,19,3,1,VLSI Design,No,2272697
87.9,77.3,26510,Female,8.22,Tier 2 - Mid Colleges,DTU Delhi,CSE,3,2,5,3,3,3,4,3,3,234,6,19,3,1,Machine Learning,No,2868940
79.2,73.7,9215,Male,8.78,Tier 1 - Other IIT/Top NIT,NIT Warangal,ME,2,1,2,1,1,1,3,2,2,239,2,13,2,6,Thermal Engineering,No,2740442
77.4,86.7,66944,Male,9.83,Tier 3 - Private/State,KIIT Bhubaneswar,Other,2,2,3,2,1,3,3,2,1,206,6,17,1,4,Management,No,1185267
87.4,76.4,66809,Male,10.0,Tier 3 - Private/State,VIT Vellore,EE,1,1,2,1,0,3,3,3,1,141,7,11,3,4,Power Systems,No,1239561
71.8,91.2,140535,Female,6.15,Tier 4 - Other,Regional Institute,Other,0,0,2,1,3,4,4,2,1,88,4,9,1,1,Research,Yes,762470
79.8,81.5,26978,Male,10.0,Tier 2 - Mid Colleges,DTU Delhi,ECE,2,2,2,2,0,2,4,1,2,216,5,12,2,1,IoT Development,No,1922994
78.7,89.6,8030,Male,8.46,Tier 1 - Other IIT/Top NIT,NIT Surathkal,CSE,2,0,5,1,1,4,4,3,0,193,1,13,1,4,Machine Learning,No,3911051
89.5,80.9,247163,Female,8.63,Tier 4 - Other,Community College,CSE,1,0,3,1,3,3,2,1,1,162,4,11,0,1,Data Science,No,1018208
76.2,80.1,12023,Other,9.37,Tier 2 - Mid Colleges,DTU Delhi,ECE,2,1,0,1,1,4,3,2,1,183,5,10,1,3,Embedded Systems,No,2159739
81.9,92.7,38476,Female,7.6,Tier 2 - Mid Colleges,DTU Delhi,ECE,1,1,3,1,2,3,3,3,1,176,9,15,3,3,IoT Development,No,2040363
84.4,84.8,6520,Other,8.3,Tier 1 - Other IIT/Top NIT,IIIT Hyderabad,Other,2,1,3,1,4,4,2,3,2,207,7,8,5,2,Management,No,2906416
82.7,82.3,5596,Female,8.34,Tier 1 - Other IIT/Top NIT,NIT Trichy,ME,1,0,4,1,0,2,3,1,0,134,6,10,2,3,Automotive,No,2497018
80.8,72.9,108046,Female,8.96,Tier 4 - Other,Private Engineering College,EE,3,3,7,4,3,4,3,1,2,257,2,23,1,4,Smart Grids,No,774041
78.3,84.2,13560,Other,9.88,Tier 2 - Mid Colleges,NIT Calicut,CSE,0,0,3,1,3,4,3,4,0,97,4,13,4,3,Machine Learning,No,2654199
96.0,80.9,16379,Other,7.55,Tier 2 - Mid Colleges,BIT Mesra,ME,3,3,6,4,1,3,2,4,2,237,9,14,2,7,Robotics,No,2071246
76.1,78.6,9581,Female,7.3,Tier 1 - Other IIT/Top NIT,IIIT Hyderabad,ECE,2,1,7,2,1,3,3,1,0,182,6,8,4,1,Embedded Systems,No,3167222
78.8,78.0,50467,Male,8.75,Tier 3 - Private/State,VIT Vellore,EE,0,0,2,1,3,3,3,3,2,99,3,10,1,2,Power Systems,No,1240521
85.1,65.4,16428,Female,9.28,Tier 2 - Mid Colleges,IIIT Bangalore,EE,3,2,2,2,3,3,3,2,1,247,8,14,2,2,Power Systems,No,1884202
82.8,78.4,7748,Male,10.0,Tier 1 - Other IIT/Top NIT,NIT Warangal,ME,1,0,2,1,1,3,2,3,0,141,7,10,0,2,Thermal Engineering,No,2705171
86.8,74.4,250000,Male,7.67,Tier 4 - Other,Private Engineering College,ECE,1,1,6,2,6,3,2,2,2,157,8,11,0,7,VLSI Design,No,1064954
75.5,74.8,12304,Female,9.46,Tier 2 - Mid Colleges,NIT Calicut,CSE,0,0,4,1,1,3,4,3,1,98,6,14,2,1,Cyber Security,No,2317153
82.0,72.4,22068,Female,8.71,Tier 2 - Mid Colleges,DTU Delhi,ECE,1,0,3,1,4,4,4,3,3,148,6,14,1,3,Embedded Systems,No,2275038
89.8,81.3,66529,Male,7.3,Tier 3 - Private/State,PES University,EE,4,3,4,3,2,3,3,2,3,257,8,14,7,3,Renewable Energy,No,1238851
84.7,85.4,26031,Female,7.24,Tier 2 - Mid Colleges,NIT Rourkela,CSE,1,0,4,1,0,4,3,2,1,145,3,13,2,2,Machine Learning,No,2378380
83.1,67.9,17468,Other,8.4,Tier 2 - Mid Colleges,IIIT Bangalore,ECE,3,2,5,3,1,3,2,4,0,248,4,13,6,2,Embedded Systems,Yes,2667306
80.0,78.9,19989,Female,8.28,Tier 2 - Mid Colleges,Thapar University,CSE,1,1,3,1,1,3,2,2,1,122,3,10,0,2,Data Science,No,2499752
87.3,84.8,250000,Female,9.65,Tier 4 - Other,Regional Institute,ME,2,0,8,1,1,2,2,1,5,204,2,14,6,3,Robotics,No,745437
90.2,69.5,41876,Other,9.32,Tier 3 - Private/State,VIT Vellore,ECE,1,0,4,1,5,2,4,1,1,123,3,12,1,0,Embedded Systems,No,1415261
81.3,63.8,141203,Other,8.51,Tier 4 - Other,Local State College,Other,4,6,8,5,1,2,4,3,3,306,7,20,4,1,Core Engineering,No,880653
74.5,90.1,11309,Other,9.01,Tier 2 - Mid Colleges,NSUT Delhi,CSE,2,2,6,3,1,3,2,2,1,210,7,10,2,1,Machine Learning,Yes,2989818
90.4,77.6,46993,Female,8.43,Tier 3 - Private/State,VIT Vellore,EE,2,1,1,1,4,2,4,2,0,193,6,18,3,2,Power Systems,No,1225332
89.4,67.7,32856,Female,8.08,Tier 2 - Mid Colleges,IIIT Bangalore,ME,0,0,1,1,1,4,3,4,0,104,5,16,3,1,Automotive,No,1821047
90.3,82.4,48792,Other,7.52,Tier 3 - Private/State,KIIT Bhubaneswar,ECE,2,0,5,1,3,4,3,3,3,198,4,10,1,1,VLSI Design,No,1635937
77.4,77.4,6229,Female,9.8,Tier 1 - Other IIT/Top NIT,NIT Trichy,ME,3,5,1,5,2,3,3,1,0,250,9,10,3,2,Automotive,No,2789152
79.5,77.3,75228,Male,8.04,Tier 3 - Private/State,Manipal Institute,CSE,0,0,1,1,0,2,2,3,2,104,5,17,1,2,Machine Learning,No,1565503
88.5,81.9,53074,Other,9.37,Tier 3 - Private/State,Jadavpur University,ECE,3,3,4,3,4,4,3,4,1,222,9,16,3,2,IoT Development,Yes,1780787
95.1,90.1,46024,Male,8.69,Tier 3 - Private/State,SRM Chennai,ME,1,0,5,1,1,3,3,4,1,164,2,11,0,5,Automotive,Yes,1344057
88.7,89.9,9909,Other,7.51,Tier 1 - Other IIT/Top NIT,IIT Roorkee,Other,1,2,5,3,2,1,3,3,0,145,7,8,4,4,Core Engineering,No,2781564
81.4,85.4,20913,Male,7.72,Tier 2 - Mid Colleges,IIIT Bangalore,ECE,2,2,6,3,3,3,2,1,4,181,9,10,5,1,VLSI Design,No,2429497
85.1,78.3,2978,Female,9.3,Tier 1 - Other IIT/Top NIT,IIT Guwahati,Other,3,2,8,3,3,3,3,4,2,241,3,18,6,5,Core Engineering,No,3059413
87.0,83.9,92651,Female,9.06,Tier 3 - Private/State,KIIT Bhubaneswar,ECE,0,0,4,1,0,3,4,3,1,115,12,8,3,3,VLSI Design,No,1644735
90.4,93.9,8448,Male,8.64,Tier 1 - Other IIT/Top NIT,IIT Hyderabad,CSE,4,5,2,5,5,2,2,3,2,287,5,18,3,0,Full Stack,No,3894997
94.1,80.7,54942,Female,7.35,Tier 3 - Private/State,Jadavpur University,CSE,1,0,4,1,0,2,4,3,1,150,1,7,1,4,Machine Learning,No,1645460
78.7,74.9,1368,Female,8.94,Tier 1 - Top IIT,IIT Madras,EE,4,3,10,5,3,2,2,2,2,261,7,12,1,3,Power Systems,No,4783901
85.0,87.2,1566,Male,9.38,Tier 1 - Top IIT,IIT Kanpur,CSE,1,0,1,1,1,4,3,2,1,144,4,12,8,0,Cyber Security,No,5029674
81.6,85.1,55558,Other,7.87,Tier 3 - Private/State,VIT Vellore,EE,3,0,9,1,2,2,3,3,0,253,4,18,1,1,Renewable Energy,No,1196091
84.6,81.4,122352,Female,7.01,Tier 4 - Other,Regional Institute,EE,0,0,2,1,3,4,2,3,1,108,5,9,2,5,Renewable Energy,Yes,851686
89.9,73.5,94061,Female,8.45,Tier 3 - Private/State,KIIT Bhubaneswar,EE,3,3,3,3,2,4,3,3,1,258,6,16,0,3,Smart Grids,No,1365467
82.7,71.1,23060,Other,8.26,Tier 2 - Mid Colleges,NSUT Delhi,ECE,2,0,4,1,1,4,3,3,3,194,7,18,1,2,VLSI Design,No,2565674
88.2,78.9,61325,Other,7.18,Tier 3 - Private/State,Manipal Institute,ME,3,0,6,1,1,4,4,2,2,248,4,8,1,3,Thermal Engineering,No,1238685
82.6,79.0,8048,Male,7.92,Tier 1 - Other IIT/Top NIT,IIT Guwahati,ECE,3,1,5,2,0,3,5,2,3,260,15,16,3,1,VLSI Design,No,3715212
77.2,81.2,105722,Female,8.94,Tier 4 - Other,Regional Institute,EE,5,4,8,5,4,1,2,2,2,338,5,19,1,1,Renewable Energy,No,838248
83.6,67.9,4611,Male,7.87,Tier 1 - Other IIT/Top NIT,IIIT Hyderabad,CSE,2,2,8,3,4,3,3,3,1,221,3,8,2,3,Cyber Security,No,3772342
91.6,86.1,7359,Male,7.49,Tier 1 - Other IIT/Top NIT,IIIT Hyderabad,CSE,1,2,6,3,3,4,3,2,2,137,7,7,1,0,Data Science,No,4026271
83.8,84.3,22803,Male,7.91,Tier 2 - Mid Colleges,Thapar University,EE,1,0,4,1,3,3,3,2,1,140,4,3,0,3,Power Systems,No,1670638
90.6,90.7,3358,Other,9.07,Tier 1 - Other IIT/Top NIT,IIT Hyderabad,CSE,2,0,6,1,0,3,3,2,2,221,1,3,0,1,Machine Learning,No,3652931
87.4,81.5,76209,Female,8.93,Tier 3 - Private/State,KIIT Bhubaneswar,ECE,3,3,8,4,2,4,3,3,2,264,5,8,2,6,IoT Development,No,1560904
93.9,74.9,9395,Male,8.17,Tier 1 - Other IIT/Top NIT,IIT Hyderabad,CSE,2,2,1,2,4,3,3,4,2,167,7,8,3,2,Machine Learning,No,4441243
82.1,78.2,48134,Male,8.7,Tier 3 - Private/State,VIT Vellore,EE,0,0,4,1,1,3,2,4,2,97,4,16,1,1,Smart Grids,No,1173096
80.0,74.8,2217,Female,8.95,Tier 1 - Top IIT,IIT Madras,Other,5,3,5,4,1,4,2,5,4,330,7,19,1,3,Core Engineering,No,5166944
88.8,74.7,1982,Female,8.38,Tier 1 - Top IIT,IIT Delhi,ECE,0,0,0,1,0,3,3,1,1,97,4,9,1,2,Embedded Systems,No,4478122
74.5,92.0,31438,Male,8.64,Tier 2 - Mid Colleges,BIT Mesra,ECE,2,1,5,2,1,4,3,1,2,207,11,9,2,4,Embedded Systems,No,2179299
90.1,79.1,10271,Female,8.0,Tier 2 - Mid Colleges,IIIT Bangalore,ECE,3,2,8,3,3,2,2,3,2,242,3,16,3,0,Embedded Systems,No,2223730
88.4,79.6,14101,Female,8.1,Tier 2 - Mid Colleges,DTU Delhi,ECE,4,2,5,3,2,2,1,2,2,307,8,10,3,4,VLSI Design,No,2395906
89.0,76.0,14350,Male,8.27,Tier 2 - Mid Colleges,NIT Rourkela,ME,3,1,7,2,3,4,3,4,2,264,8,16,3,4,Automotive,No,2113626
84.5,78.8,6861,Male,9.28,Tier 1 - Other IIT/Top NIT,NIT Trichy,ECE,1,1,4,1,1,3,3,3,1,157,4,15,5,2,VLSI Design,No,3833224
80.2,80.5,16543,Male,7.96,Tier 2 - Mid Colleges,NIT Calicut,ME,2,0,3,1,1,2,4,3,2,193,5,8,3,2,Robotics,No,1760237
87.4,70.1,36309,Other,7.94,Tier 2 - Mid Colleges,DTU Delhi,ECE,1,1,4,1,2,3,3,3,2,130,2,8,6,0,VLSI Design,Yes,2684010
91.0,82.7,31232,Female,7.73,Tier 2 - Mid Colleges,NSUT Delhi,Other,2,3,8,4,2,3,4,3,2,213,5,11,2,1,Core Engineering,No,2054392
80.5,76.3,37964,Other,8.7,Tier 2 - Mid Colleges,NIT Rourkela,CSE,0,0,5,1,0,2,3,2,2,109,7,11,2,2,Data Science,No,2435083
90.1,70.6,16214,Other,8.51,Tier 2 - Mid Colleges,NSUT Delhi,ME,1,1,5,2,3,2,3,2,1,149,7,11,4,5,Automotive,No,1723985
83.0,65.8,132212,Female,9.01,Tier 4 - Other,Private Engineering College,CSE,2,3,6,4,2,3,4,3,3,173,4,10,4,1,Data Science,No,1182724
82.9,82.5,33139,Male,8.33,Tier 2 - Mid Colleges,NIT Calicut,Other,2,1,4,1,0,3,4,3,2,195,7,15,1,4,Core Engineering,No,1904305
78.8,76.6,52521,Male,6.47,Tier 3 - Private/State,KIIT Bhubaneswar,ME,0,0,3,1,2,5,5,2,1,117,3,8,2,0,Robotics,Yes,1330752
95.2,82.3,58613,Male,9.6,Tier 3 - Private/State,PES University,ME,0,0,3,1,0,2,3,2,1,108,7,11,0,2,Automotive,No,1163391
83.8,88.4,8300,Other,8.73,Tier 1 - Other IIT/Top NIT,IIT Guwahati,CSE,1,0,5,1,1,1,4,1,2,149,6,10,2,3,Machine Learning,No,3475571
80.5,86.0,162854,Male,7.24,Tier 4 - Other,Local State College,CSE,2,1,3,1,0,3,2,1,2,188,3,11,0,3,Data Science,Yes,1041615
90.0,77.3,250000,Female,9.3,Tier 4 - Other,Private Engineering College,ME,0,0,3,1,0,4,4,2,2,115,3,10,1,1,Robotics,No,755735
80.2,96.0,16860,Female,8.76,Tier 2 - Mid Colleges,NSUT Delhi,ME,0,0,4,1,3,3,3,2,1,111,7,11,2,3,Robotics,No,1701605
81.9,72.7,19831,Female,7.3,Tier 2 - Mid Colleges,Thapar University,ME,3,2,7,3,6,3,3,2,3,229,6,23,4,4,Thermal Engineering,No,2045164
91.7,84.0,200409,Female,8.85,Tier 4 - Other,Regional Institute,EE,2,4,8,5,2,2,3,3,3,209,4,7,3,4,Smart Grids,No,852755
86.7,87.4,32750,Female,8.63,Tier 2 - Mid Colleges,NIT Rourkela,ME,1,1,7,2,3,3,3,5,0,166,8,10,3,1,Automotive,No,2022015
80.2,87.6,60367,Other,8.51,Tier 3 - Private/State,PES University,CSE,0,0,4,1,0,4,3,2,1,98,5,12,1,0,Data Science,No,1533049
88.2,76.5,8288,Other,9.22,Tier 1 - Other IIT/Top NIT,IIT Guwahati,CSE,1,1,4,1,1,2,3,3,1,144,6,7,0,3,Full Stack,No,3351449
81.4,86.0,5693,Male,9.21,Tier 1 - Other IIT/Top NIT,IIT Roorkee,CSE,2,2,2,2,4,3,3,3,1,195,6,13,3,5,Machine Learning,No,4242114
90.2,91.6,9465,Other,9.11,Tier 1 - Other IIT/Top NIT,IIT Roorkee,ECE,3,1,7,2,2,3,3,2,1,245,9,15,1,5,VLSI Design,No,3632871
78.6,74.9,180672,Female,8.22,Tier 4 - Other,Local State College,ME,1,0,6,1,1,2,2,4,2,164,5,13,8,4,Thermal Engineering,No,726986
86.4,81.5,20345,Female,10.0,Tier 2 - Mid Colleges,DTU Delhi,ME,1,0,6,1,1,2,4,3,2,145,7,10,2,4,Automotive,No,1769960
85.3,85.2,103712,Other,9.92,Tier 4 - Other,Local State College,ME,1,1,7,2,3,3,2,2,0,163,1,19,6,0,Thermal Engineering,No,731252
78.0,83.1,9380,Female,8.54,Tier 1 - Other IIT/Top NIT,NIT Surathkal,CSE,1,0,5,1,1,4,2,1,0,152,8,9,4,2,Full Stack,No,3274691
77.5,76.4,1114,Male,8.61,Tier 1 - Top IIT,IIT Madras,CSE,3,3,5,4,1,4,3,3,1,250,7,15,3,5,Cyber Security,No,5905298
90.4,81.1,8274,Female,7.95,Tier 1 - Other IIT/Top NIT,IIT Guwahati,CSE,3,3,8,4,1,2,3,3,3,239,6,16,2,2,Data Science,Yes,4768393
88.8,77.7,36635,Female,7.69,Tier 2 - Mid Colleges,NIT Rourkela,ECE,0,0,1,1,0,3,3,4,0,100,3,11,1,2,IoT Development,No,2022293
90.3,89.6,136339,Male,8.11,Tier 4 - Other,Regional Institute,Other,2,0,5,1,5,4,2,3,3,201,3,10,2,4,Management,No,786617
81.8,79.6,33471,Female,7.42,Tier 2 - Mid Colleges,Thapar University,ME,0,0,2,1,1,2,2,2,1,75,7,9,3,1,Thermal Engineering,No,1681414
83.9,81.0,18478,Other,9.93,Tier 2 - Mid Colleges,NSUT Delhi,Other,0,0,3,1,1,3,3,2,0,91,5,7,4,1,Research,Yes,1886911
83.2,85.5,171348,Female,8.33,Tier 4 - Other,Local State College,Other,5,2,7,3,3,2,3,1,3,375,6,14,2,5,Core Engineering,No,753003
80.7,75.4,21698,Male,8.6,Tier 2 - Mid Colleges,IIIT Bangalore,ECE,1,1,4,1,1,4,3,2,1,152,3,9,1,4,Embedded Systems,No,2139876
83.1,78.8,22095,Female,8.52,Tier 2 - Mid Colleges,NIT Calicut,CSE,3,4,6,5,5,3,3,2,2,240,9,13,1,1,Cyber Security,No,2734731
92.2,80.2,3815,Male,9.49,Tier 1 - Other IIT/Top NIT,IIIT Hyderabad,EE,0,0,3,1,2,3,3,1,1,93,5,11,2,2,Renewable Energy,No,2582875
88.7,87.6,219943,Female,8.14,Tier 4 - Other,Regional Institute,ME,1,1,3,1,0,1,3,3,3,136,12,23,4,0,Thermal Engineering,No,759898
83.4,88.4,21014,Male,7.29,Tier 2 - Mid Colleges,Thapar University,ECE,1,1,3,1,3,2,1,1,2,154,4,12,2,2,VLSI Design,Yes,2353695
83.1,71.7,25380,Male,9.44,Tier 2 - Mid Colleges,DTU Delhi,ME,0,0,2,1,4,3,3,1,1,95,2,6,0,0,Thermal Engineering,No,1683022
92.9,88.6,6084,Other,7.78,Tier 1 - Other IIT/Top NIT,IIT Guwahati,CSE,2,2,6,3,1,4,4,2,1,225,9,7,3,0,Data Science,No,4011264
79.0,81.2,41028,Other,10.0,Tier 3 - Private/State,SRM Chennai,EE,1,1,3,1,2,3,4,3,2,159,7,6,0,5,Smart Grids,No,1197354
79.2,70.1,101090,Female,8.13,Tier 4 - Other,Community College,CSE,1,0,2,1,1,4,3,2,1,131,4,11,5,1,Machine Learning,Yes,1168804
80.6,82.6,11104,Other,7.24,Tier 2 - Mid Colleges,BIT Mesra,EE,0,0,4,1,1,4,2,3,0,117,3,12,2,2,Renewable Energy,No,1705898
86.5,88.5,4463,Female,8.18,Tier 1 - Other IIT/Top NIT,IIIT Hyderabad,ECE,1,0,5,1,1,2,4,2,3,152,2,14,1,2,Embedded Systems,No,3034368
83.8,60.0,1814,Female,8.77,Tier 1 - Top IIT,IIT Bombay,ECE,2,3,4,3,4,4,3,3,3,187,5,9,5,0,VLSI Design,No,6464755
88.3,88.6,4898,Other,8.53,Tier 1 - Other IIT/Top NIT,NIT Warangal,ECE,0,0,3,1,2,2,3,3,1,108,6,15,2,1,Embedded Systems,No,3260377
80.9,71.2,13717,Male,9.32,Tier 2 - Mid Colleges,DTU Delhi,Other,3,2,3,2,3,3,2,2,0,247,6,11,4,2,Research,No,1770942
96.6,82.7,31374,Male,7.35,Tier 2 - Mid Colleges,IIIT Bangalore,ECE,2,1,3,1,0,3,1,2,4,194,4,14,4,3,IoT Development,No,1939713
90.0,67.8,12675,Female,9.35,Tier 2 - Mid Colleges,Thapar University,ME,2,0,3,1,1,4,2,4,4,209,2,13,3,2,Thermal Engineering,Yes,2017914
81.7,65.1,250000,Male,8.98,Tier 4 - Other,Local State College,CSE,1,0,5,1,1,3,3,2,0,163,3,11,3,2,Full Stack,No,859200
81.5,86.3,21019,Female,7.14,Tier 2 - Mid Colleges,NIT Rourkela,ME,2,2,5,3,4,3,3,2,2,167,9,16,4,3,Robotics,Yes,2074202
90.5,81.0,30623,Female,9.01,Tier 2 - Mid Colleges,NIT Calicut,CSE,3,0,5,1,5,2,3,2,3,257,5,8,4,1,Machine Learning,No,2761376
82.2,75.1,92483,Male,8.57,Tier 3 - Private/State,KIIT Bhubaneswar,Other,1,1,3,1,2,3,3,1,0,148,5,7,2,1,Management,No,1162961
89.3,89.5,2834,Female,8.8,Tier 1 - Other IIT/Top NIT,IIT Hyderabad,Other,2,1,5,2,0,4,3,4,2,187,7,11,5,2,Research,No,3001584
86.5,79.6,143509,Other,10.0,Tier 4 - Other,Regional Institute,ME,1,2,2,2,1,3,3,2,1,138,1,7,4,4,Automotive,No,733751
81.3,76.3,3946,Male,8.84,Tier 1 - Other IIT/Top NIT,IIT Guwahati,EE,4,1,2,1,0,3,3,3,0,319,5,13,1,2,Renewable Energy,No,2623261
92.9,84.8,7548,Other,9.29,Tier 1 - Other IIT/Top NIT,NIT Warangal,Other,0,0,2,1,2,3,4,1,1,100,7,12,2,1,Management,No,2528179
77.4,71.7,100193,Male,7.41,Tier 4 - Other,Regional Institute,CSE,1,0,7,1,1,4,4,3,0,159,6,11,2,2,Full Stack,Yes,1007368
89.8,77.2,5298,Female,9.19,Tier 1 - Other IIT/Top NIT,NIT Trichy,CSE,3,4,7,5,3,4,3,2,0,286,3,19,2,3,Full Stack,No,4014946
87.7,80.7,4965,Male,9.05,Tier 1 - Other IIT/Top NIT,IIT Roorkee,CSE,2,2,3,2,3,3,4,2,2,190,6,15,2,1,Data Science,No,3715259
89.1,92.4,7079,Male,9.25,Tier 1 - Other IIT/Top NIT,NIT Trichy,EE,2,3,3,3,3,4,3,4,2,194,8,10,2,3,Renewable Energy,No,3073756
87.9,77.3,38681,Female,9.3,Tier 2 - Mid Colleges,BIT Mesra,CSE,1,1,7,2,2,3,2,1,0,122,8,13,3,4,Full Stack,No,2210768
87.9,74.6,16362,Other,7.83,Tier 2 - Mid Colleges,NIT Calicut,Other,3,1,4,1,2,4,2,2,0,251,8,12,0,2,Management,No,1728416
81.0,72.7,65114,Male,9.88,Tier 3 - Private/State,Manipal Institute,ME,4,3,6,4,4,4,3,2,2,294,9,12,4,4,Robotics,No,1314158
79.2,80.2,21837,Male,7.85,Tier 2 - Mid Colleges,Thapar University,Other,1,1,3,1,0,2,3,3,2,142,4,12,1,8,Core Engineering,No,1772994
87.7,73.5,73628,Male,9.21,Tier 3 - Private/State,VIT Vellore,ME,3,2,3,2,1,2,4,3,3,251,6,10,4,7,Automotive,No,1289208
83.0,77.7,4160,Other,7.43,Tier 1 - Other IIT/Top NIT,IIT Roorkee,ECE,1,0,8,1,3,4,3,4,0,187,5,9,1,6,VLSI Design,No,3981821
86.2,82.7,27506,Other,8.6,Tier 2 - Mid Colleges,Thapar University,ME,2,1,5,2,3,3,2,4,0,186,7,14,5,4,Automotive,No,1892854
90.0,78.8,38190,Male,9.21,Tier 2 - Mid Colleges,NIT Calicut,ME,2,1,6,2,2,3,2,5,1,194,3,8,2,4,Automotive,No,2063062
88.0,74.6,10434,Female,8.35,Tier 2 - Mid Colleges,IIIT Bangalore,CSE,4,3,5,4,2,2,3,3,7,283,7,19,1,0,Full Stack,No,2570667
